Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
26.850,53.2394,49.5139,-3.5322,-0.0571,0.2935,10.6118,-0.5949,10.6277,1.0916,0.0925,1.8133,67.0434,21.9422,67.3372
26.900,54.3142,49.8017,-3.5376,-0.0573,0.2935,10.4564,-0.3417,10.4618,1.0916,0.0925,1.8143,71.7658,19.7864,71.8843
26.950,55.2337,49.6560,-3.5430,-0.0574,0.2935,10.7040,-0.4491,10.7130,1.0916,0.0925,1.8153,66.5914,21.5028,66.8894
27.000,53.9055,51.2532,-3.5484,-0.0576,0.2935,10.8579,-0.6157,10.8746,1.0916,0.0925,1.8163,61.6894,16.0327,61.9717
27.050,54.3824,52.5169,-3.5537,-0.0578,0.2935,10.8325,-0.6106,10.8489,1.0916,0.0925,1.8173,59.7860,11.9835,59.9745
27.100,53.7986,53.3288,-3.5591,-0.0579,0.2935,10.7566,-0.2618,10.7597,1.0916,0.0925,1.8182,59.6792,8.2272,59.7681
27.150,54.1957,51.4731,-3.5645,-0.0581,0.2935,10.5813,-0.3405,10.5866,1.0916,0.0925,1.8191,63.2194,16.5067,63.4735
27.200,55.0751,50.8770,-3.5699,-0.0582,0.2935,10.9278,-0.4224,10.9355,1.0916,0.0925,1.8200,59.3216,7.6528,59.4012
27.250,52.5806,51.6492,-3.5753,-0.0584,0.2935,10.8837,-0.3673,10.8896,1.0916,0.0925,1.8209,61.5375,8.6077,61.6180
27.300,52.4891,52.8804,-3.5807,-0.0585,0.2935,11.2121,-0.2563,11.2149,1.0916,0.0924,1.8218,59.4460,1.2044,59.4479
27.350,53.0135,52.8104,-3.5860,-0.0587,0.2935,10.6803,-0.9802,10.7231,1.0916,0.0924,1.8226,60.2703,9.6002,60.3847
27.400,53.3230,51.4105,-3.5915,-0.0588,0.2935,10.6311,0.0357,10.6311,1.0916,0.0925,1.8235,61.2126,12.9512,61.4037
27.450,52.8744,49.1862,-3.5969,-0.0589,0.2935,10.0745,-0.8225,10.1067,1.0916,0.0925,1.8242,61.8721,16.0067,62.1481
27.500,55.0400,51.4050,-3.6023,-0.0590,0.2935,10.6164,-0.4574,10.6258,1.0916,0.0925,1.8249,63.1007,15.1520,63.3162
27.550,51.3777,52.3403,-3.6077,-0.0590,0.2934,10.4444,-0.5563,10.4585,1.0916,0.0925,1.8256,61.5032,15.2590,61.7631
27.600,53.6280,51.3698,-3.6132,-0.0590,0.2934,10.8017,-0.3902,10.8085,1.0916,0.0925,1.8263,65.2887,21.1273,65.6257
27.650,57.1374,52.1961,-3.6186,-0.0590,0.2934,10.4123,-0.4366,10.4210,1.0916,0.0924,1.8269,68.9083,20.5225,69.1060
27.700,55.9196,50.6218,-3.6240,-0.0590,0.2934,10.5051,-0.4668,10.5150,1.0916,0.0924,1.8276,69.4053,24.8516,69.6852
27.750,55.5534,50.3795,-3.6294,-0.0590,0.2934,10.2551,-0.5582,10.2696,1.0916,0.0924,1.8282,66.4841,23.1798,66.8397
27.800,54.9317,51.7782,-3.6347,-0.0590,0.2933,10.5656,-1.0419,10.6146,1.0916,0.0924,1.8287,68.9134,26.2639,69.2531
27.850,53.6326,51.9413,-3.6400,-0.0590,0.2933,9.9240,-0.6474,9.9442,1.0916,0.0924,1.8292,68.3054,23.5178,68.5944
27.900,53.3137,53.8145,-3.6454,-0.0591,0.2933,10.6880,-1.2964,10.7628,1.0916,0.0924,1.8297,73.5970,19.6667,73.6823
27.950,53.5909,55.4826,-3.6507,-0.0592,0.2933,11.0988,-0.3886,11.1053,1.0916,0.0924,1.8301,71.6165,19.7133,71.7369
28.000,52.8472,52.9730,-3.6562,-0.0593,0.2933,10.9036,-0.4135,10.9111,1.0916,0.0924,1.8305,73.2702,13.8077,73.3131
28.050,52.9690,52.1129,-3.6616,-0.0595,0.2933,10.7604,-0.0888,10.7607,1.0916,0.0924,1.8309,74.3512,0.8819,74.3514
28.100,54.1554,54.8267,-3.6670,-0.0596,0.2933,11.0045,0.0941,11.0049,1.0916,0.0924,1.8313,74.6722,-13.4218,74.7034
28.150,56.2605,52.5218,-3.6724,-0.0598,0.2933,10.8096,0.3286,10.8143,1.0916,0.0924,1.8316,75.2275,-11.7450,75.2486
28.200,55.8154,49.8032,-3.6779,-0.0598,0.2933,10.5829,0.5389,10.5960,1.0916,0.0925,1.8319,74.6978,-10.6882,74.7172
28.250,56.6129,52.3954,-3.6834,-0.0599,0.2933,10.8119,0.3645,10.8177,1.0916,0.0925,1.8321,74.1507,-16.0125,74.2004
28.300,57.2415,52.6697,-3.6888,-0.0599,0.2933,10.8549,0.4215,10.8627,1.0916,0.0926,1.8322,74.6326,-14.3875,74.6689
28.350,57.1906,52.5652,-3.6942,-0.0599,0.2933,10.5600,0.0805,10.5603,1.0916,0.0926,1.8323,72.4190,-18.8730,72.5150
28.400,55.8057,51.6567,-3.6996,-0.0600,0.2932,10.5165,0.3025,10.5206,1.0916,0.0926,1.8324,72.9390,-15.4948,72.9969
28.450,54.7737,52.0318,-3.7050,-0.0601,0.2933,10.2903,0.4741,10.3008,1.0916,0.0926,1.8324,67.8411,-17.5473,68.0052
28.500,53.5441,52.6629,-3.7103,-0.0602,0.2933,10.6285,-0.2812,10.6321,1.0916,0.0926,1.8325,67.4394,-17.0989,67.6034
28.550,52.7423,54.3625,-3.7156,-0.0604,0.2934,11.4837,0.1196,11.4843,1.0916,0.0926,1.8325,61.3412,-8.6486,61.4241
28.600,51.6218,57.9048,-3.7207,-0.0606,0.2935,11.3899,-0.2921,11.3934,1.0916,0.0926,1.8324,60.5810,-9.1977,60.6827
28.650,55.8231,49.9188,-3.7261,-0.0608,0.2935,10.6163,-0.0600,10.6164,1.0916,0.0926,1.8323,58.2350,-4.2639,58.2623
28.700,57.7246,53.5087,-3.7313,-0.0610,0.2936,11.0349,0.0874,11.0352,1.0916,0.0926,1.8321,57.2944,3.0831,57.3100
28.750,56.8587,53.4444,-3.7366,-0.0612,0.2936,11.1049,-0.1606,11.1060,1.0916,0.0926,1.8320,56.1648,2.6008,56.1771
28.800,56.5708,52.3819,-3.7419,-0.0614,0.2937,10.9188,-0.2573,10.9217,1.0916,0.0926,1.8318,58.5341,9.6300,58.6707
28.850,54.5615,51.8912,-3.7472,-0.0616,0.2937,10.9149,-0.4268,10.9229,1.0916,0.0926,1.8316,60.8877,15.7763,61.1845
28.900,54.1226,53.0389,-3.7525,-0.0618,0.2937,10.9244,-0.7802,10.9509,1.0916,0.0926,1.8314,61.7421,18.2947,62.1120
28.950,56.9408,53.8291,-3.7578,-0.0620,0.2938,10.8150,-0.8248,10.8449,1.0916,0.0926,1.8311,62.5450,19.9942,62.9545
29.000,57.2417,53.1914,-3.7631,-0.0622,0.2938,10.6678,-0.6582,10.6872,1.0916,0.0926,1.8307,64.8760,22.9102,65.2977
29.050,55.7800,53.5053,-3.7684,-0.0624,0.2938,10.6768,-0.4134,10.6845,1.0916,0.0926,1.8304,66.5422,23.7203,66.9134
29.100,55.0300,52.6701,-3.7736,-0.0626,0.2939,10.3809,-0.0661,10.3811,1.0916,0.0925,1.8300,69.1818,23.5722,69.4389
29.150,54.3780,52.0652,-3.7789,-0.0627,0.2939,10.3679,-0.1499,10.3690,1.0916,0.0925,1.8296,71.6880,21.4112,71.8302
29.200,54.1560,53.3232,-3.7842,-0.0628,0.2939,10.5058,0.0759,10.5060,1.0916,0.0925,1.8292,73.5865,14.5813,73.6319
29.250,54.7838,53.4862,-3.7895,-0.0629,0.2939,10.7829,-0.0185,10.7829,1.0916,0.0925,1.8288,74.0865,14.9230,74.1299
29.300,55.6636,54.2987,-3.7948,-0.0631,0.2939,11.1942,-0.1499,11.1952,1.0916,0.0925,1.8283,73.6709,12.9423,73.7058
29.350,55.2832,53.4531,-3.8001,-0.0633,0.2939,11.1011,-0.3372,11.1059,1.0916,0.0925,1.8278,73.1576,12.1739,73.1914
29.400,54.1050,54.3214,-3.8054,-0.0635,0.2939,10.9810,-0.0271,10.9810,1.0916,0.0925,1.8273,71.9781,19.4192,72.0879
29.450,53.4307,52.9392,-3.8107,-0.0637,0.2939,10.4659,-0.2144,10.4680,1.0916,0.0925,1.8269,77.7817,30.1586,77.8744
29.500,63.1277,52.0684,-3.8161,-0.0639,0.2939,10.9029,-0.6018,10.9187,1.0916,0.0925,1.8263,77.1353,39.2033,77.3458
29.550,60.2039,55.3105,-3.8213,-0.0642,0.2939,11.1640,-0.8183,11.1924,1.0917,0.0925,1.8259,76.4200,17.7339,76.4589
29.600,55.8316,53.2271,-3.8265,-0.0644,0.2939,11.0015,-1.0039,11.0450,1.0917,0.0926,1.8253,74.4411,28.4582,74.6070
29.650,54.7758,54.1985,-3.8318,-0.0646,0.2939,11.1182,-0.6548,11.1365,1.0917,0.0927,1.8247,76.0615,13.9874,76.0870
29.700,55.0785,55.5900,-3.8370,-0.0648,0.2939,11.0523,-0.2803,11.0557,1.0917,0.0927,1.8241,75.4899,24.4180,75.5849
29.750,56.1379,56.8589,-3.8422,-0.0650,0.2938,11.3193,-0.1298,11.3200,1.0917,0.0928,1.8234,76.9587,11.6395,76.9730
29.800,56.7228,56.3435,-3.8474,-0.0651,0.2938,11.1853,-0.1566,11.1864,1.0917,0.0928,1.8227,76.4615,19.5280,76.5088
29.850,56.9530,54.3939,-3.8526,-0.0652,0.2938,11.0233,-0.1002,11.0237,1.0917,0.0928,1.8220,76.7014,9.2961,76.7110
29.900,57.0858,54.5633,-3.8579,-0.0653,0.2938,11.2633,-0.0123,11.2633,1.0917,0.0929,1.8213,76.1349,19.6379,76.1863
29.950,57.5512,54.1627,-3.8632,-0.0655,0.2938,11.3241,-0.1709,11.3253,1.0917,0.0929,1.8206,76.7855,15.8452,76.8138
30.000,57.8144,54.7492,-3.8684,-0.0657,0.2938,11.1747,-0.2936,11.1784,1.0917,0.0929,1.8198,76.4546,26.1859,76.5452
30.050,57.9370,55.3416,-3.8737,-0.0660,0.2938,11.3492,-0.5185,11.3604,1.0917,0.0928,1.8191,76.8248,15.5082,76.8516
30.100,57.5659,55.1880,-3.8789,-0.0664,0.2937,11.1885,-0.6512,11.2065,1.0917,0.0928,1.8184,76.5433,26.7047,76.6363
30.150,57.5763,55.2722,-3.8842,-0.0667,0.2937,11.3428,-0.6800,11.3621,1.0917,0.0928,1.8176,76.7922,9.5236,76.8021
30.200,57.2635,55.0641,-3.8894,-0.0671,0.2937,11.2222,-0.5529,11.2351,1.0917,0.0927,1.8168,77.1850,22.3214,77.2387
30.250,57.2220,55.8906,-3.8946,-0.0674,0.2937,11.3314,-0.4239,11.3389,1.0917,0.0927,1.8161,77.4006,-2.1108,77.4010
30.300,57.2523,55.2970,-3.8998,-0.0677,0.2937,11.1619,-0.1623,11.1630,1.0917,0.0926,1.8154,77.7711,12.9313,77.7857
30.350,57.3102,55.4724,-3.9051,-0.0679,0.2937,11.3830,-0.1587,11.3841,1.0917,0.0926,1.8147,77.0990,-12.5938,77.1153
30.400,57.2400,55.1240,-3.9103,-0.0682,0.2937,11.1957,-0.0548,11.1958,1.0917,0.0925,1.8141,77.9272,7.5442,77.9319
30.450,57.2373,55.4023,-3.9156,-0.0684,0.2936,11.3292,-0.1611,11.3303,1.0917,0.0925,1.8134,76.0411,-18.4263,76.0869
30.500,57.2940,55.0014,-3.9208,-0.0687,0.2936,11.2039,-0.1255,11.2046,1.0917,0.0925,1.8128,77.7154,4.0598,77.7168
30.550,57.2778,55.1451,-3.9261,-0.0689,0.2936,11.3810,-0.2901,11.3845,1.0917,0.0925,1.8121,74.5831,-20.1960,74.6581
30.600,57.2941,54.7977,-3.9313,-0.0692,0.2936,11.2104,-0.3021,11.2142,1.0917,0.0925,1.8114,77.6443,-1.0423,77.6444
30.650,57.1412,55.0448,-3.9366,-0.0695,0.2936,11.3303,-0.4328,11.3381,1.0917,0.0925,1.8108,72.6941,-22.7823,72.8318
30.700,57.1397,54.5661,-3.9418,-0.0698,0.2936,11.1525,-0.3428,11.1575,1.0917,0.0925,1.8101,77.2818,-10.3943,77.2924
30.750,56.8987,54.8782,-3.9471,-0.0701,0.2936,11.2726,-0.3271,11.2771,1.0917,0.0925,1.8095,70.6067,-24.4540,70.8326
30.800,57.0186,54.4446,-3.9524,-0.0704,0.2936,11.0815,-0.1772,11.0829,1.0917,0.0925,1.8089,76.5356,-20.6495,76.5881
30.850,56.8008,54.8723,-3.9577,-0.0707,0.2936,11.2254,-0.1175,11.2260,1.0917,0.0925,1.8083,68.2037,-24.7666,68.5323
30.900,57.0040,54.3977,-3.9629,-0.0710,0.2936,11.0379,-0.0366,11.0379,1.0917,0.0925,1.8077,74.9507,-26.7350,75.0807
30.950,56.7845,54.9314,-3.9682,-0.0712,0.2935,11.2014,-0.0151,11.2014,1.0917,0.0925,1.8071,65.6584,-22.4989,66.0275
31.000,57.0026,54.5116,-3.9735,-0.0715,0.2935,11.0516,-0.0477,11.0517,1.0917,0.0925,1.8066,72.6980,-27.5934,72.9097
31.050,56.7877,54.9001,-3.9788,-0.0718,0.2935,11.1514,-0.0716,11.1516,1.0917,0.0925,1.8061,63.1782,-18.4089,63.4990
31.100,56.9808,54.4207,-3.9841,-0.0720,0.2935,11.0310,-0.1622,11.0321,1.0917,0.0926,1.8056,70.4443,-25.0885,70.6895
31.150,56.7123,55.0709,-3.9894,-0.0723,0.2935,11.0816,-0.2419,11.0841,1.0917,0.0926,1.8051,60.9801,-13.3821,61.1895
31.200,57.0232,54.7257,-3.9947,-0.0726,0.2935,11.0827,-0.3289,11.0873,1.0917,0.0927,1.8045,67.8544,-23.3222,68.1561
31.250,56.8605,55.2152,-4.0000,-0.0729,0.2935,11.0282,-0.3078,11.0323,1.0917,0.0927,1.8040,59.7466,-9.4849,59.8643
31.300,57.1206,54.7895,-4.0054,-0.0732,0.2935,11.0569,-0.2991,11.0608,1.0917,0.0927,1.8035,65.9003,-22.0066,66.2419
31.350,56.8748,55.1236,-4.0107,-0.0735,0.2935,10.9693,-0.2227,10.9715,1.0917,0.0926,1.8031,58.7396,-5.9708,58.7907
31.400,57.2033,54.7861,-4.0160,-0.0738,0.2935,11.0413,-0.2204,11.0434,1.0917,0.0926,1.8027,64.1204,-20.1387,64.4692
31.450,56.7702,54.9632,-4.0213,-0.0740,0.2935,10.9328,-0.1155,10.9334,1.0917,0.0926,1.8023,58.3298,-2.7939,58.3414
31.500,57.2184,54.8912,-4.0267,-0.0743,0.2935,11.0462,-0.2005,11.0479,1.0917,0.0926,1.8020,62.5828,-18.1306,62.9145
31.550,56.8961,55.0189,-4.0321,-0.0746,0.2935,10.9565,-0.1792,10.9579,1.0917,0.0926,1.8016,58.1536,1.5393,58.1572
31.600,57.2996,55.0146,-4.0374,-0.0748,0.2935,11.0777,-0.2721,11.0809,1.0917,0.0926,1.8013,60.9238,-14.5246,61.1731
31.650,56.8196,55.0400,-4.0428,-0.0751,0.2935,10.9947,-0.2362,10.9971,1.0917,0.0926,1.8009,58.5153,6.0224,58.5685
31.700,57.2855,54.9715,-4.0482,-0.0754,0.2935,11.0929,-0.3762,11.0990,1.0917,0.0926,1.8007,59.8209,-11.1889,59.9843
31.750,56.7836,55.1417,-4.0536,-0.0757,0.2935,11.1012,-0.3356,11.1060,1.0917,0.0926,1.8004,59.0897,9.1598,59.2067
31.800,57.3069,54.6726,-4.0590,-0.0759,0.2935,11.1035,-0.4320,11.1114,1.0917,0.0926,1.8002,59.1104,-8.6435,59.2142
31.850,56.7336,55.0515,-4.0644,-0.0762,0.2935,11.0618,-0.3759,11.0679,1.0917,0.0925,1.8000,59.2596,10.9085,59.4236
31.900,57.3356,54.5876,-4.0698,-0.0765,0.2935,10.9976,-0.3711,11.0035,1.0917,0.0925,1.7998,58.7443,-6.0141,58.7961
31.950,56.6539,55.0387,-4.0753,-0.0767,0.2935,10.8831,-0.2839,10.8867,1.0917,0.0925,1.7997,60.0901,10.9516,60.2424
32.000,57.0798,54.2417,-4.0807,-0.0769,0.2935,10.6721,-0.3207,10.6767,1.0917,0.0925,1.7996,58.0697,-4.9316,58.1068
32.050,56.3326,54.2264,-4.0862,-0.0771,0.2935,10.6057,-0.2722,10.6090,1.0917,0.0925,1.7995,61.3017,10.3921,61.4226
32.100,57.2783,56.0574,-4.0915,-0.0772,0.2935,11.1676,-0.4811,11.1774,1.0917,0.0925,1.7994,57.7495,-6.7601,57.8216
32.150,56.3602,53.6706,-4.0970,-0.0773,0.2935,10.5535,-0.3885,10.5603,1.0917,0.0925,1.7994,59.0471,6.6582,59.1089
32.200,59.0412,54.3267,-4.1024,-0.0775,0.2935,10.7535,-0.1215,10.7542,1.0917,0.0925,1.7994,57.2904,14.2551,57.6317
32.250,60.3255,63.3738,-4.1077,-0.0776,0.2935,11.6497,0.0221,11.6498,1.0917,0.0925,1.7994,63.0470,18.3989,63.3721
32.300,57.3548,58.5063,-4.1131,-0.0778,0.2934,11.9110,-0.5183,11.9217,1.0917,0.0925,1.7994,61.4547,13.1946,61.6483
32.350,57.1406,56.2493,-4.1186,-0.0780,0.2934,11.5347,-1.1054,11.5848,1.0917,0.0925,1.7995,63.9878,17.0499,64.2370
32.400,57.6660,53.4823,-4.1241,-0.0782,0.2934,10.8674,-0.9638,10.9081,1.0917,0.0925,1.7996,70.7554,23.1726,70.9514
32.450,57.0871,54.0169,-4.1296,-0.0784,0.2934,11.0480,-0.9178,11.0842,1.0917,0.0925,1.7997,77.5623,29.1338,77.6524
32.500,58.3341,56.3867,-4.1350,-0.0786,0.2934,11.2218,-0.8436,11.2519,1.0917,0.0925,1.7998,78.1942,-2.7435,78.1947
32.550,59.5112,56.0040,-4.1405,-0.0787,0.2934,11.1634,-0.9294,11.2001,1.0917,0.0925,1.7999,69.6715,-23.7094,69.9141
32.600,60.7093,56.5438,-4.1459,-0.0790,0.2934,11.3032,-1.4874,11.3957,1.0917,0.0925,1.8001,72.5739,-19.7345,72.6767
32.650,61.5026,56.0543,-4.1514,-0.0793,0.2934,11.1849,-1.6663,11.3023,1.0917,0.0925,1.8003,71.2626,-9.8602,71.2928
32.700,57.5714,58.9824,-4.1568,-0.0796,0.2934,11.2634,-1.1810,11.3220,1.0917,0.0925,1.8006,75.8301,-10.6948,75.8455
32.750,58.8037,56.9422,-4.1622,-0.0800,0.2934,10.6900,-0.9182,10.7275,1.0917,0.0925,1.8007,72.3429,-15.3049,72.4054
32.800,59.8644,52.7602,-4.1677,-0.0804,0.2933,10.2857,-1.3522,10.3705,1.0917,0.0926,1.8010,73.6155,-31.6010,73.8635
32.850,57.0652,56.0542,-4.1732,-0.0807,0.2933,10.7835,-0.1647,10.7847,1.0917,0.0926,1.8012,67.5909,-31.8130,68.2236
32.900,60.3072,57.8226,-4.1785,-0.0809,0.2933,11.4477,1.5258,11.5436,1.0917,0.0926,1.8015,68.6893,-25.6744,69.0224
32.950,57.9532,63.8931,-4.1838,-0.0809,0.2932,11.2501,1.6327,11.3620,1.0917,0.0925,1.8017,68.8444,-22.1182,69.0789
33.000,57.8306,58.8457,-4.1892,-0.0810,0.2932,11.1574,0.6100,11.1733,1.0917,0.0925,1.8020,64.1197,-8.4401,64.1778
33.050,59.2305,54.6777,-4.1946,-0.0812,0.2931,10.9281,0.5537,10.9415,1.0917,0.0925,1.8024,65.7221,-22.0070,66.0713
33.100,58.2297,58.3974,-4.2001,-0.0814,0.2931,11.0626,0.1268,11.0633,1.0917,0.0925,1.8027,60.9761,-6.2763,61.0213
33.150,58.6442,56.2754,-4.2055,-0.0817,0.2931,11.3479,0.1518,11.3488,1.0917,0.0925,1.8031,63.7293,-10.7585,63.8287
33.200,58.8671,57.8599,-4.2109,-0.0820,0.2931,11.2654,0.1455,11.2663,1.0917,0.0925,1.8035,59.8411,4.4817,59.8669
33.250,59.5602,55.5535,-4.2163,-0.0823,0.2931,11.5249,-0.2434,11.5274,1.0917,0.0925,1.8038,63.6926,-13.2023,63.8443
33.300,57.6574,55.3151,-4.2218,-0.0825,0.2930,10.9731,-0.2143,10.9751,1.0917,0.0925,1.8042,60.6941,-1.7156,60.6976
33.350,57.8461,53.8457,-4.2272,-0.0827,0.2930,11.0051,-0.0427,11.0052,1.0917,0.0925,1.8046,58.0933,-13.3804,58.3716
33.400,58.1458,54.0835,-4.2327,-0.0828,0.2930,10.7370,0.6001,10.7530,1.0917,0.0925,1.8050,58.5777,-0.8787,58.5788
33.450,60.0835,54.8492,-4.2381,-0.0829,0.2930,11.0919,0.5783,11.1062,1.0918,0.0926,1.8054,60.3447,-26.9758,61.3277
33.500,61.3900,57.5715,-4.2436,-0.0829,0.2930,11.3992,0.8828,11.4316,1.0918,0.0926,1.8058,58.3385,8.0589,58.4356
33.550,64.9826,61.9627,-4.2489,-0.0830,0.2930,12.2742,0.7669,12.2967,1.0918,0.0926,1.8063,61.4798,5.3079,61.5104
33.600,54.8240,59.5670,-4.2544,-0.0830,0.2930,11.4450,0.3027,11.4488,1.0918,0.0926,1.8067,65.7420,17.8252,65.9642
33.650,54.8246,57.4466,-4.2597,-0.0833,0.2931,11.4126,-1.0437,11.4577,1.0918,0.0926,1.8071,61.7532,11.4014,61.8923
33.700,57.9864,55.4232,-4.2650,-0.0834,0.2932,11.1351,-1.0823,11.1850,1.0918,0.0926,1.8075,52.8692,3.8742,52.9054
33.750,61.6674,55.7946,-4.2705,-0.0835,0.2933,11.8219,-1.7189,11.9394,1.0918,0.0926,1.8080,59.8304,25.2765,60.7263
33.800,63.2008,62.1957,-4.2758,-0.0835,0.2934,12.9130,-1.0882,12.9558,1.0918,0.0926,1.8084,57.5067,17.5710,58.0221
33.850,59.9952,60.8403,-4.2811,-0.0836,0.2935,11.7399,-0.5990,11.7543,1.0918,0.0926,1.8089,60.8104,14.9349,61.0775
33.900,59.7659,58.1020,-4.2866,-0.0837,0.2935,11.5828,-0.5471,11.5951,1.0918,0.0926,1.8093,55.7430,5.7573,55.8056
33.950,57.4754,53.8279,-4.2920,-0.0838,0.2936,11.0207,-0.1656,11.0218,1.0918,0.0926,1.8097,64.4456,17.6639,64.7003
34.000,59.5986,58.4625,-4.2974,-0.0840,0.2936,11.2881,-0.7011,11.3088,1.0918,0.0925,1.8101,53.1737,5.8416,53.2541
34.050,59.3223,55.4011,-4.3028,-0.0841,0.2936,10.7382,-1.2466,10.8070,1.0918,0.0925,1.8106,64.9478,16.5662,65.1576
34.100,58.1193,55.0841,-4.3082,-0.0842,0.2936,10.8649,-0.6085,10.8811,1.0918,0.0925,1.8110,58.5664,9.2430,58.6918
34.150,62.9537,58.1543,-4.3135,-0.0841,0.2936,10.8261,-0.4767,10.8361,1.0918,0.0925,1.8114,67.5738,23.5440,67.8935
34.200,62.8559,57.4866,-4.3189,-0.0841,0.2937,11.1068,-0.7877,11.1333,1.0918,0.0925,1.8119,70.8973,24.8383,71.1210
34.250,60.1831,60.9009,-4.3243,-0.0841,0.2937,10.9084,-0.8506,10.9400,1.0918,0.0925,1.8123,71.2990,36.8309,71.8343
34.300,56.4823,56.8178,-4.3297,-0.0841,0.2937,10.9035,-1.5096,11.0026,1.0918,0.0925,1.8127,72.1498,31.3310,72.4626
34.350,58.1327,62.7378,-4.3351,-0.0843,0.2938,11.5527,-2.1095,11.7337,1.0918,0.0925,1.8132,74.7151,44.7924,75.2247
34.400,64.8206,56.0965,-4.3405,-0.0844,0.2938,10.9155,-1.3073,10.9898,1.0918,0.0926,1.8136,79.7917,-27.0789,79.8338
34.450,66.1748,56.2605,-4.3459,-0.0846,0.2938,10.8501,-1.2799,10.9218,1.0918,0.0926,1.8140,75.4050,-38.8703,75.7033
34.500,56.4227,59.3061,-4.3513,-0.0847,0.2938,11.4161,-0.5217,11.4274,1.0918,0.0926,1.8143,73.1935,-29.1350,73.4139
34.550,58.9336,62.7320,-4.3566,-0.0848,0.2938,12.5942,-0.3459,12.5987,1.0918,0.0926,1.8147,75.7242,-13.4001,75.7493
34.600,57.8507,62.7240,-4.3619,-0.0848,0.2938,11.2408,-0.7560,11.2650,1.0918,0.0926,1.8150,70.6401,-18.0466,70.7565
34.650,59.2556,56.6167,-4.3674,-0.0848,0.2938,10.8714,-1.1896,10.9332,1.0918,0.0926,1.8154,78.8579,-40.8022,79.0117
34.700,61.4105,54.1034,-4.3729,-0.0849,0.2938,10.9163,-1.0493,10.9642,1.0918,0.0926,1.8157,73.8453,-34.8351,74.1477
34.750,62.4502,59.4201,-4.3782,-0.0850,0.2938,11.3219,0.0703,11.3221,1.0918,0.0926,1.8160,75.1138,-5.2660,75.1181
34.800,60.4090,57.8819,-4.3835,-0.0852,0.2938,11.2683,-0.3949,11.2749,1.0918,0.0926,1.8163,83.2709,31.7451,83.2886
34.850,65.6768,55.6038,-4.3889,-0.0853,0.2937,11.0270,-0.3788,11.0332,1.0918,0.0926,1.8166,70.7857,-16.7224,70.8826
34.900,62.3597,57.4560,-4.3942,-0.0855,0.2937,11.4482,-0.8899,11.4809,1.0918,0.0926,1.8169,63.8716,3.6584,63.8827
34.950,60.0189,63.0840,-4.3995,-0.0856,0.2937,11.7261,-0.5464,11.7381,1.0918,0.0926,1.8172,85.0605,52.1090,85.0906
35.000,58.0764,60.4801,-4.4048,-0.0857,0.2937,11.6407,0.2457,11.6431,1.0918,0.0926,1.8174,52.2651,-8.1609,52.4347
35.050,63.1395,64.0510,-4.4100,-0.0857,0.2937,11.5287,-0.3511,11.5338,1.0918,0.0926,1.8177,62.1945,10.0438,62.2970
35.100,56.9424,58.1291,-4.4154,-0.0857,0.2937,10.8232,-0.1342,10.8240,1.0918,0.0926,1.8179,50.3093,-7.6941,50.4851
35.150,63.4697,59.0558,-4.4207,-0.0858,0.2936,11.4929,0.6691,11.5114,1.0918,0.0926,1.8181,66.2654,23.6721,66.6481
35.200,64.1854,58.5308,-4.4261,-0.0858,0.2936,11.3263,0.7124,11.3476,1.0918,0.0926,1.8183,56.3021,16.2413,56.7902
35.250,56.6959,60.8464,-4.4314,-0.0859,0.2936,11.6911,0.9147,11.7249,1.0918,0.0926,1.8185,57.3846,7.1922,57.4691
35.300,61.9593,58.4922,-4.4367,-0.0860,0.2936,11.5361,0.3986,11.5426,1.0918,0.0925,1.8186,68.8788,17.4534,69.0194
35.350,64.7308,55.0263,-4.4421,-0.0861,0.2936,11.0945,-0.0752,11.0948,1.0918,0.0925,1.8188,82.1411,35.1368,82.1774
35.400,62.9324,54.2179,-4.4475,-0.0862,0.2937,10.5683,0.8240,10.5990,1.0918,0.0925,1.8190,79.1161,19.1821,79.1398
35.450,54.3898,58.9455,-4.4529,-0.0863,0.2937,11.6535,-0.2038,11.6552,1.0918,0.0925,1.8191,71.6743,-20.9275,71.8100
35.500,60.1600,59.6754,-4.4582,-0.0865,0.2937,11.7984,-1.0085,11.8390,1.0918,0.0925,1.8192,67.5901,-0.6846,67.5904
35.550,60.6148,59.0809,-4.4635,-0.0867,0.2937,11.7122,-0.3988,11.7186,1.0918,0.0925,1.8193,56.8123,1.0984,56.8144
35.600,66.1729,57.2516,-4.4689,-0.0868,0.2936,11.7112,-1.3615,11.7858,1.0918,0.0925,1.8195,62.7808,22.7740,63.3083
35.650,61.4170,65.7254,-4.4741,-0.0868,0.2936,12.3112,0.3929,12.3171,1.0918,0.0925,1.8196,65.6243,25.5887,66.1160
35.700,58.2371,58.2755,-4.4795,-0.0869,0.2937,11.2353,0.6717,11.2544,1.0918,0.0925,1.8196,59.8073,16.2422,60.1588
35.750,61.7366,65.4804,-4.4848,-0.0869,0.2936,12.6644,-0.3419,12.6687,1.0918,0.0925,1.8197,62.8584,12.4808,63.0069
