Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
18.000,6.3618,3.2063,1.6104,-0.0104,0.2934,0.1198,0.0227,0.1219,1.2707,0.0918,1.7470,-3.3477,-0.0393,3.3479
18.050,6.3943,3.2171,1.6164,-0.0105,0.2934,0.1204,0.0253,0.1230,1.2712,0.0918,1.7489,-3.3669,0.0587,3.3674
18.100,6.4364,3.2322,1.6224,-0.0107,0.2934,0.1218,0.0272,0.1248,1.2717,0.0919,1.7509,-3.4221,0.1812,3.4269
18.150,6.4804,3.2662,1.6284,-0.0109,0.2934,0.1288,0.0304,0.1324,1.2722,0.0919,1.7529,-3.5233,0.2338,3.5311
18.200,6.5331,3.3065,1.6344,-0.0111,0.2935,0.1356,0.0316,0.1392,1.2727,0.0919,1.7550,-3.5151,0.3255,3.5300
18.250,6.5562,3.3298,1.6403,-0.0113,0.2935,0.1357,0.0329,0.1397,1.2732,0.0918,1.7570,-3.5018,0.0647,3.5024
18.300,6.5759,3.3689,1.6463,-0.0114,0.2935,0.1365,0.0364,0.1413,1.2737,0.0918,1.7593,-3.4180,-0.2538,3.4273
18.350,6.6093,3.3927,1.6523,-0.0116,0.2935,0.1351,0.0393,0.1407,1.2742,0.0917,1.7616,-3.3217,-0.4643,3.3539
18.400,6.6137,3.4330,1.6583,-0.0118,0.2935,0.1469,0.0541,0.1566,1.2747,0.0918,1.7642,-3.3002,-0.5656,3.3481
18.450,6.6552,3.4480,1.6642,-0.0120,0.2934,0.1429,0.0550,0.1531,1.2752,0.0918,1.7667,-3.3939,-0.6035,3.4469
18.500,6.6697,3.4586,1.6701,-0.0122,0.2934,0.1444,0.0595,0.1562,1.2757,0.0919,1.7691,-3.6530,-0.5947,3.7008
18.550,6.7014,3.5755,1.6760,-0.0123,0.2934,0.1634,0.0668,0.1766,1.2762,0.0919,1.7717,-4.0298,-0.6042,4.0746
18.600,6.7408,3.6148,1.6819,-0.0125,0.2934,0.1615,0.0661,0.1745,1.2768,0.0919,1.7741,-4.4689,-0.6506,4.5157
18.650,6.7312,3.6565,1.6877,-0.0126,0.2934,0.1593,0.0668,0.1727,1.2773,0.0918,1.7766,-4.8810,-0.6207,4.9199
18.700,6.7444,3.7085,1.6936,-0.0128,0.2933,0.1647,0.0758,0.1814,1.2778,0.0919,1.7794,-5.2254,-0.5412,5.2531
18.750,6.7632,3.7267,1.6995,-0.0130,0.2933,0.1677,0.0886,0.1897,1.2783,0.0919,1.7821,-5.4789,-0.3387,5.4892
18.800,6.7515,3.7404,1.7054,-0.0132,0.2933,0.1679,0.0874,0.1893,1.2788,0.0919,1.7847,-5.6409,-0.2525,5.6465
18.850,6.7578,3.8285,1.7113,-0.0134,0.2933,0.1733,0.0935,0.1969,1.2793,0.0920,1.7874,-5.7949,-0.3304,5.8042
18.900,6.7914,3.8435,1.7171,-0.0136,0.2933,0.1772,0.0963,0.2017,1.2798,0.0920,1.7901,-5.9009,-0.2913,5.9080
18.950,6.7965,3.8498,1.7230,-0.0138,0.2933,0.1799,0.0988,0.2052,1.2803,0.0920,1.7928,-5.9115,-0.1769,5.9141
19.000,6.8336,3.8047,1.7289,-0.0140,0.2933,0.1970,0.1080,0.2246,1.2808,0.0920,1.7955,-5.7949,-0.0330,5.7950
19.050,6.8974,3.7287,1.7347,-0.0142,0.2933,0.1830,0.0984,0.2078,1.2813,0.0920,1.7980,-5.6411,-0.0933,5.6419
19.100,6.9029,3.3763,1.7406,-0.0145,0.2932,0.1466,0.0780,0.1661,1.2818,0.0919,1.8005,-5.5720,-0.2467,5.5774
19.150,6.9064,3.3121,1.7465,-0.0147,0.2932,0.1377,0.0699,0.1544,1.2824,0.0918,1.8032,-5.6047,-0.3628,5.6163
19.200,6.9222,3.2615,1.7523,-0.0149,0.2932,0.1367,0.0649,0.1513,1.2829,0.0918,1.8059,-5.7006,-0.2846,5.7076
19.250,6.9473,3.2749,1.7582,-0.0151,0.2932,0.1261,0.0565,0.1382,1.2834,0.0918,1.8084,-5.7888,-0.0660,5.7891
19.300,6.9280,3.3240,1.7641,-0.0153,0.2932,0.1255,0.0677,0.1426,1.2839,0.0918,1.8111,-5.8888,0.1446,5.8906
19.350,6.9356,3.3907,1.7700,-0.0155,0.2932,0.1313,0.0699,0.1488,1.2844,0.0919,1.8138,-5.9537,0.2962,5.9609
19.400,6.9082,3.5015,1.7758,-0.0157,0.2932,0.1399,0.0818,0.1621,1.2849,0.0920,1.8163,-6.0674,0.2711,6.0733
19.450,6.8827,3.3299,1.7817,-0.0159,0.2932,0.1207,0.0837,0.1469,1.2854,0.0921,1.8189,-6.4648,0.0609,6.4651
19.500,6.9038,2.9251,1.7876,-0.0161,0.2932,0.0418,0.0982,0.1067,1.2859,0.0921,1.8212,-6.4270,-0.1480,6.4287
19.550,6.8653,3.5681,1.7935,-0.0163,0.2932,-0.0648,0.1379,0.1524,1.2864,0.0921,1.8235,-5.9099,-0.3245,5.9187
19.600,6.8392,3.4355,1.7994,-0.0165,0.2932,-0.1340,0.1250,0.1833,1.2869,0.0921,1.8258,-5.6609,-0.4506,5.6785
19.650,6.8809,3.4098,1.8053,-0.0166,0.2932,-0.1654,0.0510,0.1731,1.2874,0.0921,1.8280,-5.2780,-0.6104,5.3128
19.700,6.8715,3.3268,1.8112,-0.0168,0.2931,-0.1877,-0.0093,0.1879,1.2879,0.0920,1.8300,-4.6627,-0.6933,4.7135
19.750,6.8388,3.7234,1.8170,-0.0170,0.2931,-0.1999,-0.0433,0.2046,1.2884,0.0919,1.8322,-4.0438,-0.7779,4.1175
19.800,6.8920,3.6011,1.8229,-0.0171,0.2931,-0.1536,-0.0391,0.1585,1.2889,0.0919,1.8343,-3.4725,-0.6811,3.5383
19.850,6.9187,3.4635,1.8288,-0.0173,0.2931,-0.1759,-0.0297,0.1783,1.2895,0.0918,1.8361,-2.6724,-1.1809,2.9210
19.900,6.9239,3.4607,1.8346,-0.0174,0.2931,-0.1979,-0.0295,0.2001,1.2900,0.0917,1.8381,-2.0718,-1.3167,2.4542
19.950,6.9093,3.4550,1.8405,-0.0175,0.2931,-0.2062,-0.0290,0.2082,1.2905,0.0917,1.8400,-1.9544,-0.4082,1.9965
20.000,6.8804,3.4799,1.8464,-0.0176,0.2931,-0.2047,-0.0326,0.2073,1.2910,0.0917,1.8417,-2.8591,0.8316,2.9772
20.050,6.8454,3.4981,1.8523,-0.0177,0.2931,-0.2037,-0.0315,0.2061,1.2915,0.0917,1.8434,-3.6545,1.7671,4.0572
20.100,6.8573,3.4694,1.8581,-0.0178,0.2932,-0.2083,-0.0272,0.2100,1.2920,0.0917,1.8450,-3.1459,1.8458,3.6456
20.150,6.8118,3.4643,1.8640,-0.0179,0.2932,-0.1895,-0.0051,0.1896,1.2925,0.0917,1.8463,-1.7879,1.2585,2.1859
20.200,6.8642,3.4528,1.8699,-0.0181,0.2932,-0.1997,0.0070,0.1998,1.2930,0.0917,1.8479,-0.3869,-0.3416,0.5162
20.250,6.9830,3.4426,1.8757,-0.0182,0.2932,-0.2025,0.0109,0.2028,1.2935,0.0917,1.8493,-1.1139,-1.1844,1.6256
20.300,6.8991,3.4475,1.8816,-0.0183,0.2932,-0.1992,0.0087,0.1994,1.2940,0.0918,1.8505,-2.9917,2.0931,3.6490
20.350,6.9377,3.4354,1.8875,-0.0184,0.2932,-0.1927,0.0047,0.1927,1.2945,0.0919,1.8517,-5.2331,6.3634,8.2117
20.400,7.0385,3.4391,1.8933,-0.0186,0.2932,-0.1850,0.0003,0.1850,1.2950,0.0919,1.8527,-7.1299,7.6395,10.3928
20.450,7.0066,3.4317,1.8992,-0.0187,0.2932,-0.1779,-0.0052,0.1779,1.2955,0.0920,1.8537,-7.3284,5.7188,9.2577
20.500,7.0009,3.4249,1.9051,-0.0188,0.2932,-0.1646,-0.0112,0.1650,1.2960,0.0920,1.8545,-6.9583,2.8835,7.5213
20.550,7.0370,3.4101,1.9109,-0.0190,0.2932,-0.1519,-0.0143,0.1526,1.2966,0.0920,1.8552,-7.2548,0.5659,7.2764
20.600,7.0777,3.3818,1.9168,-0.0191,0.2932,-0.1384,-0.0116,0.1388,1.2971,0.0919,1.8559,-7.8826,-0.7103,7.9137
20.650,7.0582,3.3587,1.9227,-0.0193,0.2932,-0.1327,-0.0137,0.1334,1.2976,0.0919,1.8564,-8.3305,-1.1594,8.4086
20.700,7.0549,3.3553,1.9286,-0.0194,0.2932,-0.1333,-0.0229,0.1352,1.2981,0.0918,1.8569,-8.4728,-1.2183,8.5574
20.750,7.0711,3.3959,1.9344,-0.0195,0.2932,-0.1325,-0.0312,0.1361,1.2986,0.0918,1.8572,-8.1459,-1.0854,8.2160
20.800,7.0243,3.3557,1.9403,-0.0196,0.2932,-0.1477,-0.0308,0.1509,1.2991,0.0918,1.8577,-7.5594,-1.1796,7.6488
20.850,6.9936,3.2899,1.9462,-0.0196,0.2932,-0.1508,-0.0190,0.1519,1.2996,0.0919,1.8581,-7.2205,-1.2748,7.3298
20.900,6.9215,3.3516,1.9521,-0.0197,0.2932,-0.1437,0.0006,0.1437,1.3001,0.0920,1.8582,-7.2575,-1.0449,7.3308
20.950,6.9246,3.3758,1.9579,-0.0198,0.2933,-0.1453,0.0336,0.1492,1.3006,0.0921,1.8584,-7.3053,-0.5971,7.3291
21.000,7.0148,3.2996,1.9638,-0.0198,0.2933,-0.1265,0.0350,0.1312,1.3011,0.0921,1.8583,-7.1167,-0.0515,7.1169
21.050,7.0258,3.5469,1.9697,-0.0198,0.2933,-0.1727,-0.0103,0.1730,1.3016,0.0922,1.8581,-6.8606,0.3355,6.8686
21.100,7.0871,3.5412,1.9755,-0.0199,0.2933,-0.2189,-0.0329,0.2213,1.3022,0.0922,1.8577,-6.5916,0.3643,6.6014
21.150,7.1094,3.3466,1.9814,-0.0199,0.2933,-0.2782,0.0183,0.2788,1.3026,0.0923,1.8577,-6.3453,0.2790,6.3513
21.200,7.1047,3.5512,1.9873,-0.0199,0.2933,-0.2874,0.0898,0.3011,1.3031,0.0923,1.8573,-5.9440,0.2292,5.9484
21.250,6.9522,3.6131,1.9932,-0.0200,0.2933,-0.2855,0.1242,0.3114,1.3036,0.0923,1.8568,-5.2845,0.0888,5.2853
21.300,6.9487,3.3527,1.9991,-0.0200,0.2933,-0.2318,0.0908,0.2490,1.3042,0.0922,1.8561,-4.5378,-0.3041,4.5479
21.350,6.8871,3.3902,2.0050,-0.0201,0.2933,-0.2495,0.0584,0.2563,1.3047,0.0921,1.8554,-3.9537,-0.3319,3.9675
21.400,6.8312,3.5759,2.0109,-0.0202,0.2933,-0.2854,0.0212,0.2862,1.3052,0.0921,1.8550,-3.7257,-0.2224,3.7323
21.450,6.8613,3.5599,2.0168,-0.0203,0.2933,-0.3045,-0.0187,0.3051,1.3057,0.0922,1.8545,-4.0209,-0.1627,4.0242
21.500,6.9498,3.4834,2.0227,-0.0203,0.2933,-0.2596,-0.0391,0.2625,1.3062,0.0922,1.8535,-4.5339,-0.2737,4.5421
21.550,7.0263,3.4522,2.0286,-0.0204,0.2933,-0.2505,-0.0496,0.2553,1.3067,0.0922,1.8526,-5.0589,-0.1971,5.0627
21.600,7.1397,3.4225,2.0345,-0.0205,0.2933,-0.2455,-0.0527,0.2511,1.3072,0.0922,1.8518,-5.3462,-0.8116,5.4068
21.650,7.0761,3.4415,2.0405,-0.0206,0.2933,-0.2498,-0.0530,0.2553,1.3077,0.0923,1.8510,-5.4034,0.0751,5.4039
21.700,7.0763,3.4757,2.0464,-0.0207,0.2933,-0.2505,-0.0496,0.2553,1.3082,0.0924,1.8499,-5.2681,1.4473,5.4612
21.750,7.0541,3.4818,2.0524,-0.0207,0.2934,-0.2462,-0.0413,0.2497,1.3087,0.0924,1.8488,-7.3417,3.2945,8.0323
21.800,7.1076,3.4750,2.0583,-0.0208,0.2934,-0.2429,-0.0301,0.2447,1.3092,0.0924,1.8476,-9.9464,2.1011,10.1573
21.850,7.0906,3.4599,2.0642,-0.0209,0.2934,-0.2326,-0.0161,0.2331,1.3097,0.0924,1.8464,-11.0409,0.7014,11.0620
21.900,7.0804,3.4503,2.0702,-0.0210,0.2934,-0.2287,-0.0053,0.2287,1.3102,0.0923,1.8450,-10.8632,0.9655,10.9040
21.950,7.0897,3.4401,2.0761,-0.0211,0.2934,-0.2185,0.0040,0.2185,1.3108,0.0923,1.8436,-9.6935,2.4858,9.9956
22.000,7.0733,3.4101,2.0821,-0.0212,0.2934,-0.1977,0.0028,0.1977,1.3113,0.0922,1.8423,-9.2600,4.0892,10.0944
22.050,7.0404,3.3766,2.0880,-0.0213,0.2934,-0.1987,0.0088,0.1989,1.3118,0.0922,1.8411,-9.6462,4.9975,10.8211
22.100,7.0323,3.3809,2.0940,-0.0214,0.2934,-0.1831,0.0027,0.1832,1.3123,0.0922,1.8396,-9.8145,4.6722,10.8312
22.150,6.9846,3.4077,2.0999,-0.0215,0.2934,-0.1919,-0.0086,0.1921,1.3128,0.0923,1.8384,-9.4993,3.3672,10.0581
22.200,7.0141,3.4164,2.1059,-0.0216,0.2935,-0.2068,-0.0188,0.2076,1.3133,0.0923,1.8370,-9.0619,1.8133,9.2357
22.250,7.0310,3.4236,2.1119,-0.0217,0.2935,-0.2227,-0.0224,0.2239,1.3138,0.0924,1.8356,-8.8662,0.4530,8.8774
22.300,7.0667,3.4641,2.1178,-0.0218,0.2935,-0.2397,-0.0193,0.2405,1.3143,0.0924,1.8340,-8.6070,-1.6383,8.7570
22.350,7.1070,3.5116,2.1238,-0.0219,0.2935,-0.2726,-0.0183,0.2732,1.3148,0.0924,1.8325,-8.6553,-1.4908,8.7789
22.400,7.1592,3.5868,2.1298,-0.0220,0.2935,-0.2756,-0.0360,0.2779,1.3153,0.0923,1.8308,-8.4974,-1.7821,8.6770
22.450,7.1227,3.5805,2.1358,-0.0221,0.2935,-0.2995,-0.0360,0.3017,1.3158,0.0923,1.8291,-8.3335,-1.9047,8.5425
22.500,7.0658,3.6130,2.1417,-0.0223,0.2935,-0.3512,0.0015,0.3512,1.3163,0.0923,1.8277,-8.1126,-1.8492,8.3153
22.550,6.9834,3.6025,2.1477,-0.0224,0.2935,-0.3646,0.0306,0.3659,1.3168,0.0923,1.8264,-7.6134,-1.5236,7.7609
22.600,6.9075,3.5564,2.1537,-0.0225,0.2935,-0.3557,0.0236,0.3565,1.3173,0.0924,1.8249,-6.9991,-0.8606,7.0508
22.650,6.8994,3.6464,2.1597,-0.0226,0.2935,-0.3677,0.0059,0.3678,1.3178,0.0924,1.8234,-6.5513,-0.3041,6.5582
22.700,6.9295,3.6141,2.1656,-0.0227,0.2935,-0.3395,0.0031,0.3395,1.3183,0.0924,1.8216,-6.2250,-0.0902,6.2256
22.750,6.9570,3.5433,2.1716,-0.0228,0.2935,-0.3268,0.0226,0.3276,1.3188,0.0923,1.8200,-6.1305,0.1820,6.1332
22.800,7.0029,3.5552,2.1776,-0.0230,0.2936,-0.3355,0.0576,0.3404,1.3194,0.0923,1.8185,-6.4937,0.5305,6.5150
22.850,6.9758,3.5684,2.1836,-0.0231,0.2936,-0.3131,0.0695,0.3208,1.3199,0.0923,1.8170,-7.3162,0.7802,7.3567
22.900,6.9658,3.5378,2.1896,-0.0232,0.2936,-0.3011,0.0713,0.3094,1.3204,0.0923,1.8156,-8.5684,0.7249,8.5981
22.950,7.0238,3.5026,2.1956,-0.0233,0.2936,-0.2910,0.0645,0.2980,1.3209,0.0923,1.8141,-9.6892,0.1258,9.6900
23.000,7.0558,3.5524,2.2015,-0.0234,0.2936,-0.2929,0.0404,0.2957,1.3214,0.0923,1.8125,-10.3236,0.0538,10.3237
23.050,7.1073,3.6346,2.2075,-0.0236,0.2936,-0.3094,0.0048,0.3095,1.3219,0.0923,1.8112,-11.0973,0.6167,11.1136
23.100,7.1880,3.6402,2.2135,-0.0237,0.2936,-0.3073,-0.0282,0.3086,1.3224,0.0923,1.8097,-12.5576,0.0925,12.5579
23.150,7.1877,3.5946,2.2195,-0.0238,0.2936,-0.2934,-0.0481,0.2973,1.3229,0.0922,1.8081,-13.7730,-0.6325,13.7864
23.200,7.1746,3.5415,2.2255,-0.0239,0.2936,-0.2826,-0.0583,0.2886,1.3234,0.0922,1.8067,-13.8924,-0.0810,13.8926
23.250,7.1388,3.5001,2.2314,-0.0241,0.2936,-0.2649,-0.0606,0.2717,1.3239,0.0921,1.8052,-13.0951,1.3071,13.1557
23.300,7.0693,3.4990,2.2374,-0.0242,0.2936,-0.2656,-0.0601,0.2723,1.3244,0.0922,1.8040,-12.1564,2.0885,12.3241
23.350,7.0179,3.5036,2.2434,-0.0243,0.2936,-0.2639,-0.0536,0.2693,1.3249,0.0922,1.8028,-11.5510,2.1634,11.7412
23.400,6.9686,3.5187,2.2493,-0.0244,0.2935,-0.2740,-0.0444,0.2776,1.3254,0.0922,1.8017,-11.1870,1.6221,11.2982
23.450,7.0198,3.5310,2.2553,-0.0246,0.2935,-0.2739,-0.0314,0.2757,1.3259,0.0923,1.8006,-10.8038,1.4650,10.8981
23.500,7.0465,3.5743,2.2613,-0.0247,0.2935,-0.3050,-0.0223,0.3058,1.3264,0.0923,1.7995,-10.5342,2.0408,10.7215
23.550,7.0983,3.6295,2.2672,-0.0248,0.2935,-0.3367,-0.0120,0.3369,1.3269,0.0924,1.7984,-10.2397,2.6921,10.5733
23.600,7.0980,3.6749,2.2732,-0.0250,0.2935,-0.4009,0.0033,0.4009,1.3274,0.0923,1.7972,-9.9739,3.2877,10.4813
23.650,7.0972,3.7122,2.2792,-0.0251,0.2935,-0.3959,0.0058,0.3959,1.3280,0.0922,1.7959,-10.0598,3.7499,10.7095
23.700,7.0760,3.7476,2.2851,-0.0253,0.2935,-0.4239,-0.0060,0.4239,1.3285,0.0922,1.7951,-10.2824,3.6518,10.8858
23.750,7.0832,3.7527,2.2909,-0.0254,0.2934,-0.4668,-0.0085,0.4668,1.3290,0.0922,1.7944,-10.2827,2.9265,10.6741
23.800,7.0363,3.7262,2.2968,-0.0256,0.2934,-0.4542,-0.0061,0.4542,1.3295,0.0923,1.7934,-10.0416,1.7341,10.1843
23.850,7.0144,3.7326,2.3027,-0.0258,0.2934,-0.4467,-0.0185,0.4470,1.3300,0.0923,1.7928,-9.7070,0.2260,9.7096
23.900,7.0302,3.7409,2.3086,-0.0260,0.2934,-0.4259,-0.0307,0.4270,1.3305,0.0923,1.7920,-9.6147,-0.8324,9.6493
